GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Car, truck, or van:","Margin of Error; Total: - Car, truck, or van:","Estimate; Total: - Car, truck, or van: - Drove alone","Margin of Error; Total: - Car, truck, or van: - Drove alone","Estimate; Total: - Car, truck, or van: - Carpooled:","Margin of Error; Total: - Car, truck, or van: - Carpooled:","Estimate; Total: - Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Total: - Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Total: - Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Total: - Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Total: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool","Margin of Error; Total: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool",Estimate; Total: - Public transportation (excluding taxicab):,Margin of Error; Total: - Public transportation (excluding taxicab):,Estimate; Total: - Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Total: - Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Total: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Total: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Total: - Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Total: - Public transportation (excluding taxicab): - Subway or elevated,Estimate; Total: - Public transportation (excluding taxicab): - Railroad,Margin of Error; Total: - Public transportation (excluding taxicab): - Railroad,Estimate; Total: - Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Total: - Public transportation (excluding taxicab): - Ferryboat,Estimate; Total: - Bicycle,Margin of Error; Total: - Bicycle,Estimate; Total: - Walked,Margin of Error; Total: - Walked,"Estimate; Total: - Taxicab, motorcycle, or other means","Margin of Error; Total: - Taxicab, motorcycle, or other means",Estimate; Total: - Worked at home,Margin of Error; Total: - Worked at home,Estimate; Total: - Male:,Margin of Error; Total: - Male:,"Estimate; Total: - Male: - Car, truck, or van:","Margin of Error; Total: - Male: - Car, truck, or van:","Estimate; Total: - Male: - Car, truck, or van: - Drove alone","Margin of Error; Total: - Male: - Car, truck, or van: - Drove alone","Estimate; Total: - Male: - Car, truck, or van: - Carpooled:","Margin of Error; Total: - Male: - Car, truck, or van: - Carpooled:","Estimate; Total: - Male: - Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Total: - Male: - Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Total: - Male: - Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Total: - Male: - Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Total: - Male: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool","Margin of Error; Total: - Male: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool",Estimate; Total: - Male: - Public transportation (excluding taxicab):,Margin of Error; Total: - Male: - Public transportation (excluding taxicab):,Estimate; Total: - Male: - Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Total: - Male: - Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Total: - Male: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Total: - Male: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Total: - Male: - Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Total: - Male: - Public transportation (excluding taxicab): - Subway or elevated,Estimate; Total: - Male: - Public transportation (excluding taxicab): - Railroad,Margin of Error; Total: - Male: - Public transportation (excluding taxicab): - Railroad,Estimate; Total: - Male: - Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Total: - Male: - Public transportation (excluding taxicab): - Ferryboat,Estimate; Total: - Male: - Bicycle,Margin of Error; Total: - Male: - Bicycle,Estimate; Total: - Male: - Walked,Margin of Error; Total: - Male: - Walked,"Estimate; Total: - Male: - Taxicab, motorcycle, or other means","Margin of Error; Total: - Male: - Taxicab, motorcycle, or other means",Estimate; Total: - Male: - Worked at home,Margin of Error; Total: - Male: - Worked at home,Estimate; Total: - Female:,Margin of Error; Total: - Female:,"Estimate; Total: - Female: - Car, truck, or van:","Margin of Error; Total: - Female: - Car, truck, or van:","Estimate; Total: - Female: - Car, truck, or van: - Drove alone","Margin of Error; Total: - Female: - Car, truck, or van: - Drove alone","Estimate; Total: - Female: - Car, truck, or van: - Carpooled:","Margin of Error; Total: - Female: - Car, truck, or van: - Carpooled:","Estimate; Total: - Female: - Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Total: - Female: - Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Total: - Female: - Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Total: - Female: - Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Total: - Female: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool","Margin of Error; Total: - Female: - Car, truck, or van: - Carpooled: - In 4-or-more-person carpool",Estimate; Total: - Female: - Public transportation (excluding taxicab):,Margin of Error; Total: - Female: - Public transportation (excluding taxicab):,Estimate; Total: - Female: - Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Total: - Female: - Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Total: - Female: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Total: - Female: - Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Total: - Female: - Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Total: - Female: - Public transportation (excluding taxicab): - Subway or elevated,Estimate; Total: - Female: - Public transportation (excluding taxicab): - Railroad,Margin of Error; Total: - Female: - Public transportation (excluding taxicab): - Railroad,Estimate; Total: - Female: - Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Total: - Female: - Public transportation (excluding taxicab): - Ferryboat,Estimate; Total: - Female: - Bicycle,Margin of Error; Total: - Female: - Bicycle,Estimate; Total: - Female: - Walked,Margin of Error; Total: - Female: - Walked,"Estimate; Total: - Female: - Taxicab, motorcycle, or other means","Margin of Error; Total: - Female: - Taxicab, motorcycle, or other means",Estimate; Total: - Female: - Worked at home,Margin of Error; Total: - Female: - Worked at home
1600000US5548000,5548000,"Madison city, Wisconsin",134425,3732,96368,3614,83516,3565,12852,2051,9411,1815,3046,1031,395,344,11499,1747,11457,1741,0,145,0,145,42,70,0,145,8375,1529,12342,1605,857,442,4984,996,71178,2501,49922,2622,43481,2340,6441,1384,4967,1373,1298,691,176,188,5482,1198,5482,1198,0,145,0,145,0,145,0,145,6430,1367,6595,1295,417,337,2332,625,63247,2577,46446,2123,40035,2362,6411,1275,4444,1043,1748,763,219,185,6017,1260,5975,1258,0,145,0,145,42,70,0,145,1945,642,5747,1066,440,330,2652,764
